6/28/23,18:11:41,939,chicago_promisedland_34,0.511811024,0,0.42519685,0,0,0,0.362204724,0.322834646,0.401574803,0,0.582677165,0,0,0,0.346456693,0,0.576271186,0.084745763,0.677966102,0.084745763,1,0.084745763,0.576271186,0.169491525,0.576271186,0.084745763,0.677966102,0.084745763,1,0.084745763,0.254237288,0.084745763,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.634730539,0.02994012,0.329341317,0.02994012,0.676646707,0.02994012,0.275449102,0.05988024,0.419161677,0.02994012,0.329341317,0.02994012,1,0.02994012,0.089820359,0.02994012,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:11:58,1359,breakbeat_whenthelevee_EH_1,0.653543307,0.338582677,0,0.598425197,0,0,0,0.307086614,0.448818898,0,0.559055118,0.456692913,0.637795276,0,0,0,0.325,0.4,0.125,0,0.625,0,0.125,0.8,0.125,0,0.325,1,0.625,0,0.125,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0.373333333,0.16,0.1,0,0.666666667,0,0.1,0.266666667,0.166666667,0,0.206666667,0.32,1,0,0.1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,103.0252075
6/28/23,18:12:16,590,chicago_moveyourbody_6,0.393700787,0,0.409448819,0,0.669291339,0,0.535433071,0,0.283464567,0,0.566929134,0,0.393700787,0,0.535433071,0,0.1875,0,0.1875,0,0.4375,0,0.1875,1,0.1875,0,0.1875,0,0.4375,0,0.1875,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0.571428571,0,0.214285714,0,0.666666667,0,0.214285714,0.476190476,0.357142857,0,0.214285714,0,1,0,0.214285714,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,103.0252075
6/28/23,18:12:55,580,chicago_lovecantturnaround_185,0.763779528,0,0.322834646,0.362204724,0.480314961,0.31496063,0.385826772,0.37007874,0.748031496,0,0.362204724,0,0.535433071,0,0.42519685,0,1,0,0.384615385,0.923076923,0.384615385,0.769230769,0.615384615,0.384615385,0.692307692,0,0.615384615,0,0.692307692,0.615384615,0.384615385,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0.144230769,0.153846154,0.096153846,0.144230769,0.230769231,0.096153846,0.432692308,0,0.230769231,0,0.365384615,0.115384615,0.144230769,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:13:39,912,chicago_promisedland_7,0.377952756,0,0.362204724,0.31496063,0,0,0,0,0.433070866,0.496062992,0.346456693,0,0.433070866,0,0.362204724,0,1,0.098765432,0.691358025,0.407407407,0.901234568,0.098765432,0.814814815,0.197530864,0.50617284,0.716049383,0.691358025,0.098765432,1,0.098765432,0.296296296,0.098765432,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0.028985507,0.275362319,0.119565217,0.5,0.028985507,0.329710145,0.057971014,0.148550725,0.164855072,0.275362319,0.028985507,0.764492754,0.028985507,0.086956522,0.028985507,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:14:11,894,chicago_nowayback_143,0.417322835,0.267716535,0.362204724,0.42519685,0.31496063,0.377952756,0.25984252,0.417322835,0.598425197,0.330708661,0.31496063,0.322834646,0.31496063,0.338582677,0.338582677,0.267716535,1,0.522613065,0.140703518,0.331658291,1,0.331658291,0.331658291,0.140703518,1,0.663316583,0.140703518,0.472361809,1,0.331658291,0.663316583,0.331658291,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.142140468,0.046822742,0.110367893,0.555183946,0.110367893,0.142140468,0.046822742,0.66638796,0.188963211,0.046822742,0.157190635,0.777591973,0.110367893,0.220735786,0.110367893,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103.0252075
6/28/23,18:14:42,427,chicago_lovecantturnaround_32,0.582677165,0,0.346456693,0,0.559055118,0,0,0.330708661,0.393700787,0.291338583,0.322834646,0,0.606299213,0,0.527559055,0,0.856801909,0,0.391408115,0.267303103,0.856801909,0.143198091,0.143198091,0.124105012,0.856801909,0.286396181,0,0.267303103,1,0.248210024,0.143198091,0.267303103,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.114206128,0.077994429,0.45821727,0.04178273,0.062674095,0.036211699,0.562325905,0.062674095,0,0.077994429,0.730501393,0.054317549,0.04178273,0.077994429,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103.0252075
6/28/23,18:15:02,1367,techno_grindinganalogue_AM_1,0.496062992,0.322834646,0.307086614,0.590551181,0,0,0,0,0.472440945,0,0.322834646,0,0.582677165,0,0.220472441,0,0.791044776,0.417910448,0.425373134,0.268656716,1,0.417910448,0.156716418,0,0.791044776,0.417910448,0.156716418,0,0.791044776,0.417910448,0.156716418,0.268656716,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0.123529412,0.198529412,0.105882353,0.623529412,0.123529412,0.092647059,0,0.655882353,0.123529412,0.092647059,0,0.770588235,0.123529412,0.092647059,0.105882353,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103.0252075
6/28/23,18:15:14,678,chicago_moveyourbody_94,0.535433071,0,0.354330709,0,0.590551181,0,0.417322835,0.385826772,0,0.543307087,0,0.385826772,0.42519685,0,0,0,0.1875,0,0.09375,0,0.4375,0,0.09375,1,0.1875,0.09375,0.09375,0.46875,0.4375,0.09375,0.09375,0.65625,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.571428571,0,0.107142857,0,0.666666667,0,0.107142857,0.476190476,0.357142857,0.071428571,0.071428571,0.214285714,1,0.071428571,0.071428571,0.285714286,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,103.0252075
6/28/23,18:15:57,249,chicago_jackyourbody_16,0.488188976,0.37007874,0,0.385826772,0.307086614,0,0.503937008,0.354330709,0,0.57480315,0.267716535,0,0.677165354,0.322834646,0,0.692913386,0.25,0.5,0,0.25,0.5,0,0.25,1,0,0.25,0.25,0,0.5,1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.25,0.375,0,0.25,1,0,0.25,0.625,0,0.25,0.375,0,0.5,0.75,0,0.5,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,103.0252075
6/28/23,18:16:10,678,chicago_moveyourbody_94,0.503937008,0,0.393700787,0,0.543307087,0,0.456692913,0.338582677,0.393700787,0.385826772,0.417322835,0,0.519685039,0,0.393700787,0,0.1875,0,0.09375,0,0.4375,0,0.09375,1,0.1875,0.09375,0.09375,0.46875,0.4375,0.09375,0.09375,0.65625,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.571428571,0,0.107142857,0,0.666666667,0,0.107142857,0.476190476,0.357142857,0.071428571,0.071428571,0.214285714,1,0.071428571,0.071428571,0.285714286,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,103.0252075
6/28/23,18:16:22,1355,breakbeat_unconventional_DMR_1,0.346456693,0,0.267716535,0,0.551181102,0,0.31496063,0,0.31496063,0,0.354330709,0,0.637795276,0,0.307086614,0,0.733333333,0,0.2,0,1,0,0.733333333,0,0.2,0,0.733333333,0,1,0,0.2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.977777778,0,0.1,0,0.666666667,0,0.366666667,0,0.166666667,0,0.366666667,0,1,0,0.1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:16:42,1043,chicago_promisedland_138,0.417322835,0,0.503937008,0,0,0,0.393700787,0.322834646,0.362204724,0.251968504,0.267716535,0,0.354330709,0,0.204724409,0,0.076923077,0.038461538,0.307692308,0.038461538,0.269230769,0.038461538,1,0.076923077,0.076923077,0.038461538,0.307692308,0.038461538,0.269230769,0.038461538,0.115384615,0.038461538,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.052631579,0.026315789,0.289473684,0.026315789,0.342105263,0.026315789,1,0.052631579,0.052631579,0.026315789,0.289473684,0.026315789,0.5,0.026315789,0.078947368,0.026315789,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:17:06,736,chicago_moveyourbody_152,0.480314961,0,0,0,0.559055118,0,0,0,0.448818898,0,0.393700787,0,0.433070866,0.362204724,0.31496063,0.37007874,0.028571429,0,0,0,0.028571429,0,0,0,0.028571429,0,0.028571429,0,0.028571429,0.028571429,0.028571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0.1,0,0,0,0.125,0,0.075,0,0.15,0.05,0.05,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,103.0252075
6/28/23,18:17:42,673,chicago_moveyourbody_89,0.57480315,0,0,0,0.519685039,0,0,0,0.330708661,0.330708661,0.299212598,0,0.480314961,0.307086614,0.275590551,0.346456693,0.048701299,0.025974026,0,0.038961039,0.035714286,0,0.012987013,0.012987013,0.048701299,0.012987013,0.012987013,0,0.048701299,0.012987013,0.012987013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.272727273,0.034090909,0,0.045454545,0.125,0,0.022727273,0.022727273,0.178977273,0.022727273,0.034090909,0,0.210227273,0.022727273,0.034090909,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,103.0252075
6/28/23,18:18:10,143,chicago_housenation_142,0.590551181,0.393700787,0.283464567,0.31496063,0.322834646,0.204724409,0.354330709,0.377952756,0.62992126,0.393700787,0.291338583,0.346456693,0.346456693,0.283464567,0.448818898,0,0.878787879,0.272727273,0.393939394,0.272727273,1,0.151515152,0.393939394,0.272727273,0.878787879,0.272727273,0.393939394,0.272727273,1,0.272727273,0.393939394,0.151515152,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.101123596,0.146067416,0.101123596,0.685393258,0.056179775,0.146067416,0.101123596,0.662921348,0.101123596,0.146067416,0.101123596,0.820224719,0.101123596,0.191011236,0.056179775,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103.0252075
6/28/23,18:18:22,1355,breakbeat_unconventional_DMR_1,0.393700787,0,0.25984252,0,0.897637795,0,0.275590551,0,0.42519685,0.401574803,0.385826772,0,0.74015748,0,0.25984252,0,0.733333333,0,0.2,0,1,0,0.733333333,0,0.2,0,0.733333333,0,1,0,0.2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.977777778,0,0.1,0,0.666666667,0,0.366666667,0,0.166666667,0,0.366666667,0,1,0,0.1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,103.0252075
6/28/23,18:19:01,423,chicago_lovecantturnaround_28,0.62992126,0,0.42519685,0,0.551181102,0.338582677,0.401574803,0,0.519685039,0.393700787,0.275590551,0.283464567,0.590551181,0,0.37007874,0,0.863340564,0,0.616052061,0.494577007,0.616052061,0.394793926,0.505422993,0.368763557,0.726681128,0.546637744,0.110629067,0.247288503,1,0.221258134,0.394793926,0.247288503,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0.215766332,0.14321608,0.242462312,0.114321608,0.166143216,0.10678392,0.466708543,0.118718593,0.032035176,0.07160804,0.676507538,0.048052764,0.15169598,0.07160804,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103.0252075